task_id,team,role,user_id,task_name,description,priority,expected_duration,created_at,completed_at,completion_time,duration_error
3906,Engineering,Frontend Engineer,34,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,5.0,2024-12-02 15:51:00,2024-12-03 11:49:54.151772,19.98,14.98
804,Engineering,Frontend Engineer,90,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,11.0,2024-12-02 15:54:00,2024-12-04 13:47:42.692258,45.9,34.9
4293,Engineering,Data Engineer,44,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,7.0,2024-12-02 15:59:00,2024-12-04 09:13:32.804949,41.24,34.24
4468,Marketing,Content Writer,177,Keyword research,Keyword research for marketing team by content writer.,Low,8.0,2024-12-02 16:00:00,2024-12-04 10:56:27.241237,42.94,34.94
4370,Engineering,Frontend Engineer,188,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,10.0,2024-12-02 16:07:00,2024-12-04 12:09:50.408234,44.05,34.05
5744,Engineering,Backend Engineer,53,Performance profiling,Performance profiling for engineering team by backend engineer.,Low,11.0,2024-12-02 16:23:00,2024-12-04 13:58:03.017715,45.58,34.58
7529,Engineering,QA Engineer,5,Implement new endpoint,Implement new endpoint for engineering team by qa engineer.,Low,11.0,2024-12-02 16:24:00,2024-12-04 13:35:35.177981,45.19,34.19
6487,Engineering,QA Engineer,47,Database schema update,Database schema update for engineering team by qa engineer.,Medium,4.0,2024-12-02 16:25:00,2024-12-03 15:58:03.211664,23.55,19.55
2439,Engineering,Frontend Engineer,107,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,8.0,2024-12-02 16:26:00,2024-12-04 09:32:49.449595,41.11,33.11
9774,Marketing,SEO Specialist,59,Landing page copy,Landing page copy for marketing team by seo specialist.,Low,10.0,2024-12-02 16:40:00,2024-12-04 14:44:08.346894,46.07,36.07
8683,Finance,Accountant,84,Month-end close preparation,Month-end close preparation for finance team by accountant.,Medium,2.0,2024-12-02 16:45:00,2024-12-03 13:29:34.995202,20.74,18.74
1138,Finance,Accountant,87,Create budget forecast,Create budget forecast for finance team by accountant.,Low,3.0,2024-12-02 16:48:00,2024-12-03 13:40:28.565037,20.87,17.87
449,Engineering,QA Engineer,166,Integration testing,Integration testing for engineering team by qa engineer.,Low,3.0,2024-12-02 16:52:00,2024-12-03 14:58:06.231894,22.1,19.1
7885,Marketing,Social Media Manager,127,Keyword research,Keyword research for marketing team by social media manager.,Low,10.0,2024-12-02 16:52:00,2024-12-06 12:52:26.540314,92.01,82.01
6359,Engineering,Frontend Engineer,47,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,6.0,2024-12-03 09:03:00,2024-12-04 11:35:43.686817,26.55,20.55
7288,Finance,Financial Analyst,26,Invoice processing,Invoice processing for finance team by financial analyst.,Low,4.0,2024-12-03 09:19:00,2024-12-03 14:54:59.422496,5.6,1.5999999999999996
1612,Finance,Accountant,157,Month-end close preparation,Month-end close preparation for finance team by accountant.,Medium,3.0,2024-12-03 09:22:00,2024-12-03 11:59:09.786591,2.62,-0.3799999999999999
5434,Engineering,Data Engineer,124,Integration testing,Integration testing for engineering team by data engineer.,Low,10.0,2024-12-03 09:29:00,2024-12-04 14:30:59.136130,29.03,19.03
8871,Finance,Accountant,26,Reconcile transactions,Reconcile transactions for finance team by accountant.,Low,2.0,2024-12-03 09:33:00,2024-12-03 10:38:17.554747,1.09,-0.9099999999999999
9895,Engineering,Frontend Engineer,185,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,8.0,2024-12-03 09:34:00,2024-12-04 09:25:21.832839,23.86,15.86
935,Engineering,Frontend Engineer,7,Write unit tests,Write unit tests for engineering team by frontend engineer.,Low,6.0,2024-12-03 09:38:00,2024-12-04 11:51:23.785334,26.22,20.22
8768,Engineering,Backend Engineer,60,Write frontend feature,Write frontend feature for engineering team by backend engineer.,Low,3.0,2024-12-03 09:47:00,2024-12-03 13:37:11.997517,3.84,0.8399999999999999
4830,Marketing,Social Media Manager,177,Write blog post,Write blog post for marketing team by social media manager.,Low,9.0,2024-12-03 09:47:00,2024-12-04 15:32:48.884986,29.76,20.76
7704,Engineering,Frontend Engineer,13,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,2.0,2024-12-03 09:51:00,2024-12-03 15:43:29.658531,5.87,3.87
1757,Engineering,QA Engineer,14,Write unit tests,Write unit tests for engineering team by qa engineer.,Low,9.0,2024-12-03 09:53:00,2024-12-04 14:23:05.597108,28.5,19.5
3487,Customer Support,Technical Support,132,Respond to ticket,Respond to ticket for customer support team by technical support.,Low,1.0,2024-12-03 09:55:00,2024-12-03 10:25:00.000000,0.5,-0.5
2149,Engineering,QA Engineer,116,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,2.0,2024-12-03 10:01:00,2024-12-03 13:36:16.291439,3.59,1.5899999999999999
1537,Engineering,Backend Engineer,109,Database schema update,Database schema update for engineering team by backend engineer.,Medium,8.0,2024-12-03 10:09:00,2024-12-04 15:15:11.073114,29.1,21.1
4114,Marketing,Social Media Manager,52,Email campaign setup,Email campaign setup for marketing team by social media manager.,Medium,3.0,2024-12-03 10:11:00,2024-12-04 11:29:35.951705,25.31,22.31
2547,Engineering,Data Engineer,159,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,3.0,2024-12-03 10:11:00,2024-12-03 14:10:33.856711,3.99,0.9900000000000002
8110,Marketing,Content Writer,55,Landing page copy,Landing page copy for marketing team by content writer.,Low,4.0,2024-12-03 10:12:00,2024-12-04 09:32:26.754030,23.34,19.34
1406,Finance,Financial Analyst,21,Reconcile transactions,Reconcile transactions for finance team by financial analyst.,Low,7.0,2024-12-03 10:12:00,2024-12-04 10:31:58.308191,24.33,17.33
6946,Finance,Financial Analyst,78,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,6.0,2024-12-03 10:16:00,2024-12-04 10:57:43.634821,24.7,18.7
9412,Engineering,Data Engineer,159,Database schema update,Database schema update for engineering team by data engineer.,Medium,8.0,2024-12-03 10:20:00,2024-12-04 11:48:57.279492,25.48,17.48
4558,Engineering,QA Engineer,23,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,11.0,2024-12-03 10:28:00,2024-12-05 09:52:16.699995,47.4,36.4
8889,Operations,Operations Associate,105,Warehouse audit,Warehouse audit for operations team by operations associate.,Low,2.0,2024-12-03 10:30:00,2024-12-03 13:48:43.501623,3.31,1.31
6361,Finance,Financial Analyst,40,Month-end close preparation,Month-end close preparation for finance team by financial analyst.,Medium,4.0,2024-12-03 10:41:00,2024-12-04 11:02:18.297746,24.36,20.36
5716,Operations,Logistics Coordinator,113,Process documentation,Process documentation for operations team by logistics coordinator.,Low,7.0,2024-12-03 10:48:00,2024-12-04 12:24:24.617073,25.61,18.61
2982,Marketing,Social Media Manager,111,Ad campaign optimization,Ad campaign optimization for marketing team by social media manager.,Medium,7.0,2024-12-03 10:56:00,2024-12-04 11:33:34.695813,24.63,17.63
9802,Engineering,Data Engineer,11,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,7.0,2024-12-03 10:59:00,2024-12-04 09:50:47.049657,22.86,15.86
990,Engineering,QA Engineer,84,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,8.0,2024-12-03 11:03:00,2024-12-04 09:19:24.583844,22.27,14.27
3713,Engineering,Data Engineer,120,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,2.0,2024-12-03 11:19:00,2024-12-03 12:54:41.431297,1.59,-0.4099999999999999
9525,Engineering,QA Engineer,147,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,4.0,2024-12-03 11:20:00,2024-12-03 15:31:36.513970,4.19,0.1900000000000004
1293,Engineering,Backend Engineer,66,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,4.0,2024-12-03 11:20:00,2024-12-04 09:51:46.761866,22.53,18.53
258,Engineering,QA Engineer,23,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,3.0,2024-12-03 11:31:00,2024-12-03 15:21:23.307902,3.84,0.8399999999999999
6428,Engineering,Frontend Engineer,141,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,12.0,2024-12-03 11:48:00,2024-12-05 11:44:50.073350,47.95,35.95
7785,Engineering,Data Engineer,79,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,2.0,2024-12-03 11:51:00,2024-12-03 12:21:00.000000,0.5,-1.5
4151,Engineering,Frontend Engineer,9,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,3.0,2024-12-03 11:51:00,2024-12-04 09:01:20.168828,21.17,18.17
8680,Marketing,Social Media Manager,108,Competitor research,Competitor research for marketing team by social media manager.,Low,4.0,2024-12-03 11:52:00,2024-12-04 09:07:57.841853,21.27,17.27
2432,Engineering,Frontend Engineer,76,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,6.0,2024-12-03 12:00:00,2024-12-04 10:32:26.286227,22.54,16.54
7061,Customer Support,Technical Support,180,Escalate request,Escalate request for customer support team by technical support.,Low,4.0,2024-12-03 12:03:00,2024-12-04 10:40:10.067247,22.62,18.62
5658,Engineering,QA Engineer,10,Performance profiling,Performance profiling for engineering team by qa engineer.,Low,11.0,2024-12-03 12:12:00,2024-12-06 12:41:39.076090,72.49,61.489999999999995
6991,Engineering,Data Engineer,47,Performance profiling,Performance profiling for engineering team by data engineer.,Low,9.0,2024-12-03 12:32:00,2024-12-04 16:16:35.293245,27.74,18.74
681,Operations,Operations Associate,32,Resource planning,Resource planning for operations team by operations associate.,Medium,7.0,2024-12-03 12:48:00,2024-12-04 12:39:33.502314,23.86,16.86
2302,Customer Support,Support Agent,47,Create KB article,Create KB article for customer support team by support agent.,Low,4.0,2024-12-03 12:51:00,2024-12-04 10:06:28.924789,21.26,17.26
2657,Engineering,Backend Engineer,91,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,11.0,2024-12-03 12:52:00,2024-12-05 11:31:14.540946,46.65,35.65
5519,Operations,Operations Associate,133,Inventory check,Inventory check for operations team by operations associate.,Low,7.0,2024-12-03 12:54:00,2024-12-04 12:38:56.984252,23.75,16.75
7160,Finance,Accountant,110,Variance analysis,Variance analysis for finance team by accountant.,Medium,4.0,2024-12-03 13:02:00,2024-12-03 15:07:36.831307,2.09,-1.9100000000000001
5407,Engineering,Backend Engineer,16,Write unit tests,Write unit tests for engineering team by backend engineer.,Low,5.0,2024-12-03 13:04:00,2024-12-04 15:09:21.166076,26.09,21.09
6249,Customer Support,Support Agent,179,Respond to ticket,Respond to ticket for customer support team by support agent.,Low,2.0,2024-12-03 13:06:00,2024-12-04 09:03:08.869315,19.95,17.95
1731,Operations,Logistics Coordinator,185,Process documentation,Process documentation for operations team by logistics coordinator.,Low,4.0,2024-12-03 13:12:00,2024-12-04 11:23:35.227275,22.19,18.19
1645,Engineering,Frontend Engineer,199,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,5.0,2024-12-03 13:16:00,2024-12-04 14:37:44.360309,25.36,20.36
5228,Engineering,QA Engineer,70,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,10.0,2024-12-03 13:21:00,2024-12-04 16:56:56.552227,27.6,17.6
9762,Customer Support,Technical Support,34,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,3.0,2024-12-03 13:23:00,2024-12-04 10:46:50.992128,21.4,18.4
2485,Finance,Accountant,110,Invoice processing,Invoice processing for finance team by accountant.,Low,7.0,2024-12-03 13:32:00,2024-12-06 15:27:32.986050,73.93,66.93
5239,Engineering,Data Engineer,150,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,2.0,2024-12-03 13:34:00,2024-12-03 16:02:40.119636,2.48,0.48
4337,Marketing,SEO Specialist,79,Landing page copy,Landing page copy for marketing team by seo specialist.,Low,3.0,2024-12-03 13:49:00,2024-12-04 10:07:05.668835,20.3,17.3
9539,Operations,Logistics Coordinator,147,Process documentation,Process documentation for operations team by logistics coordinator.,Low,1.0,2024-12-03 13:52:00,2024-12-03 14:34:05.462848,0.7,-0.30000000000000004
8723,Engineering,QA Engineer,8,Database schema update,Database schema update for engineering team by qa engineer.,Medium,4.0,2024-12-03 13:53:00,2024-12-04 09:31:36.287588,19.64,15.64
1569,Operations,Logistics Coordinator,29,Warehouse audit,Warehouse audit for operations team by logistics coordinator.,Low,4.0,2024-12-03 13:58:00,2024-12-04 09:17:31.841767,19.33,15.329999999999998
1117,Engineering,Backend Engineer,18,Implement new endpoint,Implement new endpoint for engineering team by backend engineer.,Low,7.0,2024-12-03 13:59:00,2024-12-04 15:22:27.055495,25.39,18.39
7361,Customer Support,Technical Support,50,Live chat assistance,Live chat assistance for customer support team by technical support.,Low,3.0,2024-12-03 14:05:00,2024-12-03 16:40:48.731984,2.6,-0.3999999999999999
2544,Engineering,Backend Engineer,22,Fix backend API bug,Fix backend API bug for engineering team by backend engineer.,High,3.0,2024-12-03 14:14:00,2024-12-04 11:04:56.367082,20.85,17.85
5937,Marketing,SEO Specialist,3,Prepare campaign assets,Prepare campaign assets for marketing team by seo specialist.,Medium,5.0,2024-12-03 14:20:00,2024-12-03 15:51:20.700832,1.52,-3.48
6504,Engineering,QA Engineer,179,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,8.0,2024-12-03 14:24:00,2024-12-04 16:05:40.155860,25.69,17.69
1695,Marketing,Social Media Manager,85,Schedule social posts,Schedule social posts for marketing team by social media manager.,Low,2.0,2024-12-03 14:32:00,2024-12-04 09:41:57.202865,19.17,17.17
5592,Engineering,Backend Engineer,129,Write unit tests,Write unit tests for engineering team by backend engineer.,Low,8.0,2024-12-03 14:40:00,2024-12-04 14:19:55.002768,23.67,15.670000000000002
366,Operations,Logistics Coordinator,168,Process documentation,Process documentation for operations team by logistics coordinator.,Low,4.0,2024-12-03 14:41:00,2024-12-04 11:22:03.937567,20.68,16.68
9529,Finance,Accountant,126,Month-end close preparation,Month-end close preparation for finance team by accountant.,Medium,8.0,2024-12-03 14:45:00,2024-12-05 10:27:06.183876,43.7,35.7
2795,Operations,Logistics Coordinator,5,Vendor follow-up,Vendor follow-up for operations team by logistics coordinator.,Low,5.0,2024-12-03 14:46:00,2024-12-04 12:20:48.212459,21.58,16.58
63,Finance,Financial Analyst,26,Prepare monthly report,Prepare monthly report for finance team by financial analyst.,Medium,3.0,2024-12-03 14:51:00,2024-12-04 10:25:56.456345,19.58,16.58
284,Finance,Financial Analyst,111,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,7.0,2024-12-03 14:59:00,2024-12-04 16:12:15.762824,25.22,18.22
5741,Engineering,Frontend Engineer,131,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,7.0,2024-12-03 15:02:00,2024-12-05 09:18:55.931683,42.28,35.28
3399,Finance,Accountant,1,Reconcile transactions,Reconcile transactions for finance team by accountant.,Low,4.0,2024-12-03 15:13:00,2024-12-04 14:51:38.686050,23.64,19.64
5424,Engineering,Data Engineer,157,Refactor UI component,Refactor UI component for engineering team by data engineer.,Low,4.0,2024-12-03 15:25:00,2024-12-04 10:23:13.222177,18.97,14.969999999999999
